Dataset,OIP Swapped Pairs,T0 Prompt Swapped Pairs,Paraphrase Swapped Pairs,OIP Swapped Pairs (1/dataset_size),T0 Prompt Swapped Pairs (1/dataset_size),Paraphrase Swapped Pairs (1/dataset_size),OIP Swapped Pairs (1/(dataset_size^2)),T0 Prompt Swapped Pairs (1/(dataset_size^2)),Paraphrase Swapped Pairs (1/(dataset_size^2))
cos_e,4,2,6,0.4,0.2,0.6000000000000001,0.04,0.02,0.06
